continente,edad,goles_seleccion,nombre_jugador,numero_partidos_seleccion,pais_donde_juega,pais_nacimiento,posicion
Europa,30,0,Mason Taylor,35,Australia,Inglaterra,Lateral derecho
Europa,33,2,Mason Wilson,102,Nigeria,Inglaterra,Lateral derecho
Europa,28,0,Mason Wright,65,Nigeria,Inglaterra,Arquero
América del Sur,23,18,Mateo Fernández,45,Inglaterra,Argentina,Delantero centro
América del Sur,18,1,Mateo Fernández Molina,6,Alemania,Argentina,Mediocampista defensivo
América del Sur,29,12,Mateo Fernández Álvarez,28,Brasil,Argentina,Delantero centro
América del Sur,19,8,Mateo González,8,Inglaterra,Argentina,Extremo izquierdo
América del Sur,32,0,Mateo Sosa,25,España,Argentina,Arquero
América del Sur,20,4,Matheus Almeida,13,Inglaterra,Brasil,Extremo derecho
América del Sur,22,0,Matheus Costa,27,Alemania,Brasil,Mediocampista defensivo
América del Sur,32,6,Matheus Ferreira,55,Francia,Brasil,Delantero centro
América del Sur,18,0,Matheus Pereira,7,Japón,Brasil,Defensa central
América del Sur,22,2,Matheus Silva,30,Brasil,Brasil,Lateral izquierdo
Oceanía,26,9,Mathew Duke,30,Brasil,Australia,Extremo derecho
Oceanía,26,1,Mathew Mooy,20,Australia,Australia,Defensa central
Oceanía,35,33,Mathew Mooy Duke,68,Alemania,Australia,Delantero centro
Oceanía,39,2,Mathew Mooy Ryan,33,Japón,Australia,Mediocampista ofensivo
Oceanía,31,12,Mathew Ryan,101,Francia,Australia,Extremo izquierdo
Oceanía,18,1,Mathew Smith,1,Australia,Australia,Extremo derecho
África,38,4,Mehdi Benali,76,Inglaterra,Marruecos,Lateral derecho
África,36,9,Mehdi Bono,63,Marruecos,Marruecos,Defensa central
África,22,0,Mehdi Hakimi,8,Nigeria,Marruecos,Arquero
África,21,2,Mehdi Mazraoui,34,México,Marruecos,Lateral izquierdo
África,36,16,Mehdi Saïss,64,España,Marruecos,Extremo derecho
América del Sur,22,0,Michael Cedeño,28,Estados Unidos,Ecuador,Defensa central
América del Sur,38,7,Michael Gruezo,41,Argentina,Ecuador,Delantero centro
América del Sur,39,7,Michael Gruezo Cedeño,104,Ecuador,Ecuador,Lateral derecho
América del Sur,30,8,Michael Mina,106,Portugal,Ecuador,Mediocampista ofensivo
América del Sur,36,18,Michael Preciado,42,Ecuador,Ecuador,Extremo derecho
América del Sur,27,20,Michael Quintero,20,Francia,Ecuador,Delantero centro
Europa,22,13,Mike Diaby,28,Alemania,Francia,Mediocampista ofensivo
Europa,34,46,Mike Fofana,78,Francia,Francia,Delantero centro
Europa,23,13,Mike Giroud,13,Alemania,Francia,Delantero centro
Europa,37,2,Mike Kanté,48,México,Francia,Defensa central
Europa,27,0,Mike Kanté Petit,34,Francia,Francia,Lateral derecho
Europa,22,1,Mike Martin,14,Estados Unidos,Francia,Mediocampista defensivo
América del Norte,31,0,Miles Johnson,102,Estados Unidos,Estados Unidos,Arquero
América del Norte,38,3,Miles Johnson Pulisic,77,Estados Unidos,Estados Unidos,Defensa central
América del Norte,35,4,Miles Pulisic,54,Inglaterra,Estados Unidos,Extremo izquierdo
América del Norte,30,3,Miles Reyna,70,Alemania,Estados Unidos,Defensa central
Oceanía,26,1,Mitchell Duke,43,Argentina,Australia,Lateral derecho
Oceanía,32,7,Mitchell Goodwin,54,Australia,Australia,Extremo izquierdo
Oceanía,30,7,Mitchell Grant,41,Japón,Australia,Defensa central
Oceanía,18,3,Mitchell Irvine,16,Australia,Australia,Lateral izquierdo
Oceanía,24,8,Mitchell Maclaren,35,España,Australia,Lateral derecho
Oceanía,35,6,Mitchell Mooy,85,Australia,Australia,Extremo derecho
Oceanía,27,2,Mitchell Rowles,36,Australia,Australia,Lateral derecho
Oceanía,36,13,Mitchell Rowles Ryan,41,España,Australia,Mediocampista ofensivo
África,36,1,Moses Adebayo,10,Nigeria,Nigeria,Lateral derecho
África,22,11,Moses Adebayo Balogun,14,Nigeria,Nigeria,Delantero centro
África,31,5,Moses Musa,6,España,Nigeria,Mediocampista ofensivo
África,18,5,Moses Musa Nwankwo,5,Inglaterra,Nigeria,Delantero centro
África,22,2,Moses Omeruo,18,Inglaterra,Nigeria,Lateral izquierdo
África,36,5,Moses Onyeka,120,Nigeria,Nigeria,Defensa central
África,27,2,Moses Osimhen,28,Nigeria,Nigeria,Lateral izquierdo
África,25,8,Moussa Cissé,26,Portugal,Senegal,Mediocampista ofensivo
África,35,10,Moussa Dieng,60,Francia,Senegal,Extremo derecho
África,19,0,Moussa Diop,13,Inglaterra,Senegal,Arquero
África,26,2,Moussa Diop Diop,32,Francia,Senegal,Mediocampista ofensivo
África,27,3,Moussa Gueye,31,Senegal,Senegal,Lateral derecho
África,38,3,Moussa Gueye Mané,118,Ecuador,Senegal,Defensa central
África,26,1,Moussa Koulibaly,26,Marruecos,Senegal,Lateral izquierdo
África,18,0,Moussa Mané,4,Nigeria,Senegal,Lateral derecho
África,38,6,Moussa Ndiaye,46,Australia,Senegal,Delantero centro
Europa,21,7,Nabil Diaby,7,Francia,Francia,Delantero centro
Europa,30,10,Nabil Dubois,50,Estados Unidos,Francia,Extremo izquierdo
Europa,20,1,Nabil Fofana,12,Argentina,Francia,Defensa central
Europa,27,12,Nabil Martin,34,Argentina,Francia,Mediocampista ofensivo
Europa,39,0,Nabil Mbappé,55,Francia,Francia,Arquero
Europa,27,5,Nabil Mbappé Bernard,34,Brasil,Francia,Mediocampista defensivo
África,25,2,Nayef Benali,21,Francia,Marruecos,Lateral derecho
África,37,5,Nayef Bono,87,Marruecos,Marruecos,Extremo izquierdo
África,35,3,Nayef Bono Saïss,58,Inglaterra,Marruecos,Mediocampista ofensivo
África,33,38,Nayef El Haddadi,69,Francia,Marruecos,Delantero centro
África,34,47,Nayef Hakimi,75,Marruecos,Marruecos,Delantero centro
África,36,31,Nayef Ziyech,86,España,Marruecos,Delantero centro
África,26,10,Nayef Ziyech Amrabat,31,Marruecos,Marruecos,Delantero centro
África,23,1,Nayef Ziyech Bono,27,Portugal,Marruecos,Lateral izquierdo
África,28,2,Nayef Ziyech Saïss,45,Francia,Marruecos,Lateral izquierdo
África,20,2,Nayef Ziyech Ziyech,19,Francia,Marruecos,Lateral derecho
África,24,8,Nicolas Dieng,41,Senegal,Senegal,Extremo derecho
África,25,2,Nicolas Diop,51,Senegal,Senegal,Mediocampista ofensivo
África,27,3,Nicolas Fall,46,Alemania,Senegal,Lateral derecho
África,34,8,Nicolas Mané,24,Portugal,Senegal,Mediocampista ofensivo
África,32,0,Nicolas Mané 677,53,Australia,Senegal,Defensa central
África,39,2,Nicolas Mané 803,29,España,Senegal,Defensa central
África,21,21,Nicolas Mané Dieng,25,Senegal,Senegal,Delantero centro
África,30,5,Nicolas Mané Sarr,61,Portugal,Senegal,Mediocampista ofensivo
África,39,5,Nicolas Ndiaye,74,Senegal,Senegal,Defensa central
América del Sur,18,1,Nicolás Acuña,4,Senegal,Argentina,Lateral izquierdo
América del Sur,35,10,Nicolás Martínez,83,Argentina,Argentina,Mediocampista ofensivo
América del Sur,21,18,Nicolás Molina,23,Argentina,Argentina,Delantero centro
América del Sur,34,2,Nicolás Sosa,52,Francia,Argentina,Mediocampista ofensivo
Europa,30,1,Niklas Fischer,46,Alemania,Alemania,Mediocampista defensivo
Europa,35,1,Niklas Koch,28,Alemania,Alemania,Lateral izquierdo
Europa,38,3,Niklas Richter,66,España,Alemania,Defensa central
Europa,29,19,Niklas Schmidt,65,Alemania,Alemania,Delantero centro
Europa,23,22,Niklas Schmidt Schneider,27,Alemania,Alemania,Delantero centro
Europa,31,1,Niklas Schneider,44,Portugal,Alemania,Mediocampista defensivo
América del Norte,20,6,Noah Adams,22,Estados Unidos,Estados Unidos,Extremo izquierdo
América del Norte,32,16,Noah Miller,64,Estados Unidos,Estados Unidos,Delantero centro
América del Norte,35,41,Noah Miller Pulisic,120,Ecuador,Estados Unidos,Delantero centro
América del Norte,37,20,Noah Reyna,75,Inglaterra,Estados Unidos,Mediocampista ofensivo
América del Norte,36,3,Noah Turner,70,Estados Unidos,Estados Unidos,Lateral izquierdo
América del Norte,23,25,Noah Turner Miller,36,Estados Unidos,Estados Unidos,Delantero centro
América del Norte,21,5,Noah Zimmerman,15,Alemania,Estados Unidos,Mediocampista defensivo
Europa,36,20,Nuno Gomes,75,Portugal,Portugal,Mediocampista ofensivo
Europa,26,27,Nuno Oliveira,62,Inglaterra,Portugal,Delantero centro
Europa,26,4,Nuno Pereira,25,Francia,Portugal,Defensa central
Europa,28,2,Nuno Pereira Silva,37,Alemania,Portugal,Defensa central
Europa,35,21,Nuno Ramos,80,Alemania,Portugal,Delantero centro
Europa,39,5,Nuno Santos,46,Portugal,Portugal,Mediocampista defensivo
Europa,20,0,Nuno Santos Ferreira,22,Inglaterra,Portugal,Lateral izquierdo
Europa,20,0,Nuno Santos Santos,23,Inglaterra,Portugal,Arquero
Europa,31,6,Nuno Silva,118,Francia,Portugal,Defensa central
Europa,38,5,Nuno Silva Gomes,37,Portugal,Portugal,Mediocampista defensivo
Europa,20,11,Olivier Camara,13,Francia,Francia,Extremo izquierdo
Europa,24,0,Olivier Dubois,31,Francia,Francia,Arquero
Europa,30,21,Olivier Giroud,92,Francia,Francia,Delantero centro
Europa,20,3,Olivier Kanté,11,Marruecos,Francia,Defensa central
Europa,20,18,Olivier Kanté Bernard,18,Portugal,Francia,Delantero centro
Europa,25,8,Olivier Kanté Petit,46,Portugal,Francia,Extremo derecho
Europa,35,37,Olivier Martin,115,Francia,Francia,Delantero centro
Europa,32,10,Olivier Petit,10,Francia,Francia,Delantero centro
África,37,17,Oussama Benali,48,Marruecos,Marruecos,Extremo izquierdo
África,31,14,Oussama En-Nesyri,15,España,Marruecos,Delantero centro
África,18,7,Oussama Mazraoui,11,Francia,Marruecos,Extremo izquierdo
África,31,4,Oussama Ziyech,57,España,Marruecos,Defensa central
Europa,37,12,Pablo Alonso,91,Estados Unidos,España,Defensa central
Europa,30,6,Pablo Alonso Martínez,80,Inglaterra,España,Extremo derecho
Europa,31,0,Pablo Alonso Pérez,33,Inglaterra,España,Arquero
Europa,25,18,Pablo Pérez,35,Francia,España,Delantero centro
Europa,36,1,Pablo Pérez Ruiz,11,España,España,Defensa central
África,24,6,Pape Cissé,30,Inglaterra,Senegal,Mediocampista defensivo
África,27,24,Pape Cissé Diop,29,Brasil,Senegal,Delantero centro
África,37,22,Pape Dieng,113,Senegal,Senegal,Extremo derecho
África,26,6,Pape Koulibaly,19,Senegal,Senegal,Extremo izquierdo
África,23,7,Pape Mané,7,Senegal,Senegal,Extremo izquierdo
África,37,12,Pape Ndiaye,72,Argentina,Senegal,Mediocampista defensivo
Europa,25,0,Pedri Rodríguez,35,Brasil,España,Lateral derecho
Europa,30,0,Pedri Ruiz,50,España,España,Arquero
Europa,36,3,Pedri Ruiz López,50,España,España,Defensa central
Europa,21,1,Pedro Oliveira,17,Inglaterra,Portugal,Defensa central
Europa,32,1,Phil Brown,94,España,Inglaterra,Defensa central
Europa,26,0,Phil Green,38,España,Inglaterra,Arquero
Europa,31,1,Phil Taylor,21,Inglaterra,Inglaterra,Defensa central
Europa,34,2,Phil Taylor King,79,Inglaterra,Inglaterra,Lateral izquierdo
Europa,25,21,Phil Taylor Wright,27,Inglaterra,Inglaterra,Delantero centro
Europa,36,1,Phil Walker,50,Inglaterra,Inglaterra,Defensa central
Europa,27,40,Phil Wilson,65,España,Inglaterra,Delantero centro
Europa,28,8,Phil Wright,74,Inglaterra,Inglaterra,Extremo izquierdo
Europa,37,2,Phil Wright Wilson,65,Inglaterra,Inglaterra,Defensa central
América del Sur,30,2,Rafael Almeida,70,España,Brasil,Lateral derecho
América del Sur,19,1,Rafael Almeida Santos,9,Senegal,Brasil,Defensa central
América del Sur,29,3,Rafael Costa,41,Brasil,Brasil,Lateral izquierdo
Europa,19,2,Rafael Ferreira,24,Portugal,Portugal,Mediocampista ofensivo
América del Sur,32,4,Rafael Ferreira Barbosa,39,México,Brasil,Mediocampista ofensivo
Europa,31,11,Rafael Gomes,112,Portugal,Portugal,Extremo derecho
Europa,39,2,Rafael Pereira,84,Senegal,Portugal,Lateral izquierdo
Europa,28,7,Rafael Pereira Costa,72,Francia,Portugal,Extremo izquierdo
Europa,29,17,Rafael Silva,67,Argentina,Portugal,Mediocampista ofensivo
América del Sur,19,1,Rafael Souza,1,Brasil,Brasil,Delantero centro
Europa,24,3,Randal Camara,15,Francia,Francia,Mediocampista defensivo
Europa,35,3,Randal Giroud,21,México,Francia,Lateral izquierdo
Europa,34,12,Randal Martin,87,España,Francia,Extremo izquierdo
Europa,28,1,Randal Petit,35,Argentina,Francia,Lateral derecho
Europa,34,27,Randal Petit Giroud,104,México,Francia,Delantero centro
América del Norte,30,12,Raúl Hernández,55,Portugal,México,Mediocampista defensivo
América del Norte,21,7,Raúl Jiménez,16,Ecuador,México,Mediocampista ofensivo
América del Norte,31,0,Raúl Jiménez López,66,Ecuador,México,Arquero
América del Norte,27,1,Raúl Martínez,17,Inglaterra,México,Lateral derecho
América del Norte,32,14,Raúl Rodríguez,101,México,México,Extremo derecho
América del Norte,34,2,Raúl Rodríguez Ramírez,112,México,México,Mediocampista defensivo
América del Norte,34,21,Raúl Sánchez,50,España,México,Delantero centro
Oceanía,19,4,Riley Duke,12,Portugal,Australia,Mediocampista ofensivo
Oceanía,20,0,Riley Goodwin,10,Australia,Australia,Arquero
Oceanía,35,13,Riley Leckie,73,Australia,Australia,Lateral derecho
Oceanía,25,1,Riley Smith,28,Senegal,Australia,Lateral derecho
Asia,23,9,Ritsu Endo,44,España,Japón,Mediocampista ofensivo
Asia,37,5,Ritsu Sato,65,Japón,Japón,Lateral izquierdo
Asia,35,15,Ritsu Yamamoto,58,España,Japón,Delantero centro
América del Sur,22,1,Rodrygo Almeida,3,Brasil,Brasil,Mediocampista defensivo
América del Sur,19,5,Rodrygo Almeida Costa,13,Brasil,Brasil,Mediocampista defensivo
América del Sur,38,6,Rodrygo Costa,53,España,Brasil,Mediocampista ofensivo
América del Sur,20,1,Rodrygo Lima,2,Brasil,Brasil,Mediocampista ofensivo
América del Sur,27,1,Rodrygo Lima Ferreira,57,Estados Unidos,Brasil,Mediocampista ofensivo
América del Sur,29,2,Rodrygo Pereira,63,Brasil,Brasil,Mediocampista defensivo
América del Sur,27,38,Rodrygo Santos,60,Japón,Brasil,Delantero centro
América del Sur,22,11,Rodrygo Souza,18,Brasil,Brasil,Extremo izquierdo
América del Sur,32,5,Rodrygo Souza Oliveira,22,Brasil,Brasil,Lateral derecho
América del Sur,20,9,Rodrygo Souza Pereira,9,Brasil,Brasil,Delantero centro
África,30,22,Romain El Haddadi,94,Alemania,Marruecos,Delantero centro
África,25,4,Romain El Haddadi Saïss,35,Portugal,Marruecos,Lateral derecho
África,38,6,Romain El Idrissi,37,Marruecos,Marruecos,Extremo derecho
África,30,7,Romain Hakimi,83,Francia,Marruecos,Mediocampista defensivo
África,39,25,Romain Saïss,63,Marruecos,Marruecos,Delantero centro
Europa,23,6,Rúben Ferreira,31,Portugal,Portugal,Lateral izquierdo
Europa,22,2,Rúben Gomes,3,Inglaterra,Portugal,Mediocampista defensivo
Europa,27,9,Rúben Gomes Pereira,61,España,Portugal,Mediocampista defensivo
Europa,39,16,Rúben Santos,26,Japón,Portugal,Delantero centro
Europa,21,16,Rúben Santos Neves,18,Portugal,Portugal,Extremo derecho
Europa,36,3,Rúben Silva,36,Portugal,Portugal,Mediocampista defensivo
África,38,1,Sadio Cissé,69,Senegal,Senegal,Lateral izquierdo
África,21,7,Sadio Diallo,17,Senegal,Senegal,Mediocampista ofensivo
África,26,32,Sadio Dieng,51,España,Senegal,Delantero centro
África,33,3,Sadio Koulibaly,112,Senegal,Senegal,Mediocampista defensivo
África,34,0,Sadio Koulibaly Koulibaly,27,Senegal,Senegal,Arquero
África,24,8,Samuel Adebayo,31,Nigeria,Nigeria,Extremo derecho
África,34,21,Samuel Balogun,57,Inglaterra,Nigeria,Delantero centro
África,26,8,Samuel Balogun Musa,54,Nigeria,Nigeria,Extremo izquierdo
África,33,4,Samuel Eze,58,Francia,Nigeria,Mediocampista defensivo
África,29,2,Samuel Iheanacho,34,Alemania,Nigeria,Lateral izquierdo
África,23,6,Samuel Okafor,38,Ecuador,Nigeria,Defensa central
África,32,3,Samuel Onyeka,17,España,Nigeria,Lateral derecho
África,34,2,Samuel Osimhen,114,España,Nigeria,Lateral izquierdo
América del Sur,28,6,Santiago Acuña,42,Argentina,Argentina,Mediocampista defensivo
América del Norte,27,8,Santiago García,54,México,México,Extremo izquierdo
América del Sur,24,7,Santiago González,30,Portugal,Argentina,Extremo derecho
América del Norte,26,0,Santiago Hernández,34,Ecuador,México,Arquero
América del Norte,22,3,Santiago Moreno,3,México,México,Extremo derecho
América del Sur,38,8,Santiago Pérez,102,Inglaterra,Argentina,Extremo derecho
América del Sur,34,0,Santiago Pérez Rodríguez,35,Alemania,Argentina,Arquero
América del Sur,38,0,Santiago Rodríguez,62,Francia,Argentina,Arquero
América del Sur,21,6,Santiago Romero,19,Francia,Argentina,Mediocampista ofensivo
América del Norte,28,18,Santiago Sánchez,88,México,México,Delantero centro
Europa,36,4,Serge Becker,39,Alemania,Alemania,Mediocampista defensivo
Europa,19,0,Serge Koch,3,Alemania,Alemania,Arquero
Europa,24,5,Serge Schmidt,33,Alemania,Alemania,Mediocampista defensivo
Europa,20,0,Serge Schmidt Becker,11,Alemania,Alemania,Arquero
Europa,28,1,Serge Weber,34,Francia,Alemania,Lateral derecho
Europa,21,1,Sergio García,28,Senegal,España,Lateral derecho
Europa,33,20,Sergio Martínez,42,Portugal,España,Delantero centro
Europa,29,6,Sergio Moreno,30,España,España,Lateral derecho
Europa,19,3,Sergio Moreno López,11,España,España,Mediocampista defensivo
Europa,18,0,Sergio Pérez,4,Japón,España,Arquero
Europa,24,3,Sergio Ruiz,30,Francia,España,Lateral derecho
Europa,26,1,Sergio Sánchez,62,Francia,España,Mediocampista defensivo
Europa,23,4,Sergio Torres,45,Inglaterra,España,Defensa central
Asia,26,2,Shoya Ito,31,Japón,Japón,Mediocampista defensivo
Asia,24,8,Shoya Kobayashi,45,Japón,Japón,Lateral derecho
Asia,30,20,Shoya Sato,51,Japón,Japón,Mediocampista ofensivo
Asia,24,4,Shoya Suzuki,55,Japón,Japón,Mediocampista defensivo
Asia,27,20,Shoya Yamamoto,57,Japón,Japón,Delantero centro
África,28,0,Sofiane El Haddadi,18,México,Marruecos,Arquero
África,24,19,Sofiane El Idrissi,33,España,Marruecos,Extremo izquierdo
África,19,1,Sofiane El Idrissi Mazraoui,7,Argentina,Marruecos,Lateral derecho
África,36,0,Taiwo Balogun,76,Nigeria,Nigeria,Arquero
África,31,3,Taiwo Okafor,82,Nigeria,Nigeria,Mediocampista defensivo
África,39,5,Taiwo Omeruo,83,España,Nigeria,Lateral izquierdo
África,25,2,Taiwo Onyeka,36,Nigeria,Nigeria,Mediocampista defensivo
Asia,25,4,Takefusa Kamada,54,Inglaterra,Japón,Lateral izquierdo
Asia,36,7,Takefusa Morita,75,España,Japón,Delantero centro
Asia,29,0,Takefusa Nakamura,62,Japón,Japón,Arquero
Asia,34,7,Takefusa Sato,113,Japón,Japón,Mediocampista defensivo
Asia,21,1,Takumi Ito,27,Alemania,Japón,Mediocampista defensivo
Asia,23,3,Takumi Ito Endo,24,España,Japón,Mediocampista defensivo
Asia,21,7,Takumi Kamada,12,Alemania,Japón,Extremo izquierdo
Asia,27,4,Takumi Morita,31,Japón,Japón,Mediocampista defensivo
Asia,18,1,Takumi Sato,1,Ecuador,Japón,Extremo izquierdo
Asia,25,16,Takumi Suzuki,59,España,Japón,Extremo derecho
Asia,19,0,Takumi Yamamoto,8,Japón,Japón,Arquero
América del Sur,36,0,Thiago Acuña,56,Inglaterra,Argentina,Arquero
América del Sur,29,8,Thiago Acuña Martínez,90,Argentina,Argentina,Lateral derecho
América del Sur,37,0,Thiago Fernández,21,Argentina,Argentina,Defensa central
América del Sur,18,1,Thiago Fernández González,3,Inglaterra,Argentina,Lateral derecho
América del Sur,30,5,Thiago Martínez,42,Argentina,Argentina,Defensa central
América del Sur,29,3,Thiago Molina,88,Argentina,Argentina,Defensa central
América del Sur,20,23,Thiago Romero,29,España,Argentina,Delantero centro
América del Sur,38,7,Thiago Álvarez,75,Argentina,Argentina,Lateral derecho
América del Sur,38,10,Thiago Álvarez Fernández,115,Argentina,Argentina,Mediocampista ofensivo
América del Sur,29,7,Thiago Álvarez Pérez,70,Brasil,Argentina,Extremo derecho
América del Sur,23,7,Thiago Álvarez Romero,19,Argentina,Argentina,Delantero centro
Europa,39,29,Thomas Fischer,112,Alemania,Alemania,Delantero centro
Europa,31,0,Thomas Koch,59,Alemania,Alemania,Lateral izquierdo
Europa,26,7,Thomas Müller,59,Alemania,Alemania,Lateral izquierdo
Europa,33,22,Thomas Richter,68,Alemania,Alemania,Delantero centro
Europa,21,2,Thomas Schmidt,12,Francia,Alemania,Lateral derecho
Europa,22,3,Thomas Schneider,28,España,Alemania,Lateral derecho
Europa,25,2,Théo Bernard,35,Francia,Francia,Mediocampista defensivo
Europa,29,20,Théo Diaby,54,Francia,Francia,Delantero centro
Europa,35,0,Théo Fofana,57,Francia,Francia,Lateral izquierdo
Europa,33,0,Théo Fofana Petit,106,Argentina,Francia,Defensa central
Europa,23,1,Théo Giroud,45,Portugal,Francia,Mediocampista defensivo
Europa,23,1,Timo Richter,35,Alemania,Alemania,Lateral derecho
Europa,38,2,Timo Schneider,55,Alemania,Alemania,Mediocampista ofensivo
Europa,24,3,Timo Weber,35,Francia,Alemania,Lateral izquierdo
América del Norte,33,25,Timothy Adams,88,Estados Unidos,Estados Unidos,Extremo derecho
América del Norte,25,1,Timothy Johnson,21,Estados Unidos,Estados Unidos,Defensa central
América del Norte,28,5,Timothy Miller,49,Brasil,Estados Unidos,Mediocampista defensivo
América del Norte,32,2,Timothy Morris,17,Estados Unidos,Estados Unidos,Defensa central
América del Norte,21,15,Timothy Reyna,21,Alemania,Estados Unidos,Delantero centro
América del Norte,28,14,Timothy Robinson,66,Estados Unidos,Estados Unidos,Extremo izquierdo
América del Norte,25,4,Timothy Turner,18,Estados Unidos,Estados Unidos,Mediocampista ofensivo
América del Norte,18,0,Timothy Zimmerman,2,México,Estados Unidos,Lateral derecho
Europa,22,6,Trent Walker,14,Inglaterra,Inglaterra,Extremo derecho
América del Norte,34,11,Tyler Miller,77,Inglaterra,Estados Unidos,Defensa central
América del Norte,36,44,Tyler Pulisic,121,Argentina,Estados Unidos,Delantero centro
América del Norte,24,2,Tyler Reyna,6,Estados Unidos,Estados Unidos,Mediocampista ofensivo
América del Norte,26,1,Uriel Chávez,10,Estados Unidos,México,Lateral izquierdo
América del Norte,32,4,Uriel Jiménez,47,México,México,Mediocampista defensivo
América del Norte,27,0,Uriel Jiménez García,64,México,México,Arquero
América del Norte,29,0,Uriel López,46,Nigeria,México,Arquero
América del Norte,32,5,Uriel López Hernández,5,México,México,Extremo derecho
América del Norte,21,2,Uriel López Sánchez,24,México,México,Lateral derecho
América del Norte,21,0,Uriel Rodríguez,34,México,México,Arquero
África,22,0,Victor Musa,23,Inglaterra,Nigeria,Defensa central
África,37,60,Victor Okafor,77,Senegal,Nigeria,Delantero centro
África,23,3,Victor Omeruo,15,Portugal,Nigeria,Defensa central
África,34,21,Victor Omeruo Balogun,41,Nigeria,Nigeria,Delantero centro
África,35,10,Victor Onyeka,89,Nigeria,Nigeria,Lateral izquierdo
África,23,5,Victor Onyeka Eze,47,Nigeria,Nigeria,Mediocampista ofensivo
Europa,33,5,Vitinha Costa,108,Marruecos,Portugal,Lateral derecho
Europa,28,24,Vitinha Fernandes,61,Portugal,Portugal,Delantero centro
Europa,35,6,Vitinha Neves,63,España,Portugal,Extremo derecho
Europa,20,0,Vitinha Oliveira,22,Portugal,Portugal,Arquero
Europa,30,2,Vitinha Pereira,29,Portugal,Portugal,Defensa central
Europa,35,33,Vitinha Ramos,46,España,Portugal,Delantero centro
América del Norte,22,1,Walker Adams,19,España,Estados Unidos,Lateral derecho
América del Norte,28,14,Walker Johnson,34,Argentina,Estados Unidos,Delantero centro
América del Norte,36,0,Walker Turner,63,Estados Unidos,Estados Unidos,Arquero
América del Norte,27,17,Walker Zimmerman,34,Estados Unidos,Estados Unidos,Extremo izquierdo
Asia,23,4,Wataru Ito,21,Japón,Japón,Lateral izquierdo
Asia,33,46,Wataru Suzuki,73,Inglaterra,Japón,Delantero centro
América del Norte,24,19,Weston Morris,19,Portugal,Estados Unidos,Delantero centro
América del Norte,21,2,Weston Morris Carter,28,Alemania,Estados Unidos,Defensa central
África,27,5,Youssef El Idrissi,10,Marruecos,Marruecos,Extremo derecho
África,27,0,Youssef En-Nesyri,80,Marruecos,Marruecos,Arquero
África,38,8,Youssef Mazraoui,84,España,Marruecos,Lateral izquierdo
Asia,21,0,Yuto Endo,34,Australia,Japón,Lateral derecho
Asia,18,0,Yuto Ito,10,Japón,Japón,Arquero
Asia,36,8,Yuto Kobayashi,41,Francia,Japón,Extremo derecho
Asia,23,9,Yuto Tanaka,16,Japón,Japón,Delantero centro
Europa,39,7,Álvaro Moreno,77,Francia,España,Lateral derecho
Europa,36,0,Álvaro Rodríguez,46,España,España,Arquero
Europa,32,14,Álvaro Ruiz,86,Japón,España,Defensa central
Europa,33,2,Álvaro Torres,63,España,España,Lateral derecho
América del Sur,36,10,Ángel Gruezo,18,Ecuador,Ecuador,Extremo derecho
América del Sur,21,2,Ángel Preciado,14,México,Ecuador,Defensa central
